,geometry,index_right,Unnamed: 0,stationId,x,y,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember
766,"POLYGON ((1088433.434877821 7766684.861747535, 1088433.434877821 7776684.861747535, 1078433.434877821 7776684.861747535, 1078433.434877821 7766684.861747535, 1088433.434877821 7766684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
767,"POLYGON ((1088433.434877821 7776684.861747535, 1088433.434877821 7786684.861747535, 1078433.434877821 7786684.861747535, 1078433.434877821 7776684.861747535, 1088433.434877821 7776684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
768,"POLYGON ((1088433.434877821 7786684.861747535, 1088433.434877821 7796684.861747535, 1078433.434877821 7796684.861747535, 1078433.434877821 7786684.861747535, 1088433.434877821 7786684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
769,"POLYGON ((1088433.434877821 7796684.861747535, 1088433.434877821 7806684.861747535, 1078433.434877821 7806684.861747535, 1078433.434877821 7796684.861747535, 1088433.434877821 7796684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
770,"POLYGON ((1088433.434877821 7806684.861747535, 1088433.434877821 7816684.861747535, 1078433.434877821 7816684.861747535, 1078433.434877821 7806684.861747535, 1088433.434877821 7806684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
771,"POLYGON ((1088433.434877821 7816684.861747535, 1088433.434877821 7826684.861747535, 1078433.434877821 7826684.861747535, 1078433.434877821 7816684.861747535, 1088433.434877821 7816684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
772,"POLYGON ((1088433.434877821 7826684.861747535, 1088433.434877821 7836684.861747535, 1078433.434877821 7836684.861747535, 1078433.434877821 7826684.861747535, 1088433.434877821 7826684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
773,"POLYGON ((1088433.434877821 7836684.861747535, 1088433.434877821 7846684.861747535, 1078433.434877821 7846684.861747535, 1078433.434877821 7836684.861747535, 1088433.434877821 7836684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
774,"POLYGON ((1088433.434877821 7846684.861747535, 1088433.434877821 7856684.861747535, 1078433.434877821 7856684.861747535, 1078433.434877821 7846684.861747535, 1088433.434877821 7846684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
813,"POLYGON ((1098433.434877821 7746684.861747535, 1098433.434877821 7756684.861747535, 1088433.434877821 7756684.861747535, 1088433.434877821 7746684.861747535, 1098433.434877821 7746684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
814,"POLYGON ((1098433.434877821 7756684.861747535, 1098433.434877821 7766684.861747535, 1088433.434877821 7766684.861747535, 1088433.434877821 7756684.861747535, 1098433.434877821 7756684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
815,"POLYGON ((1098433.434877821 7766684.861747535, 1098433.434877821 7776684.861747535, 1088433.434877821 7776684.861747535, 1088433.434877821 7766684.861747535, 1098433.434877821 7766684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
816,"POLYGON ((1098433.434877821 7776684.861747535, 1098433.434877821 7786684.861747535, 1088433.434877821 7786684.861747535, 1088433.434877821 7776684.861747535, 1098433.434877821 7776684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
817,"POLYGON ((1098433.434877821 7786684.861747535, 1098433.434877821 7796684.861747535, 1088433.434877821 7796684.861747535, 1088433.434877821 7786684.861747535, 1098433.434877821 7786684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
818,"POLYGON ((1098433.434877821 7796684.861747535, 1098433.434877821 7806684.861747535, 1088433.434877821 7806684.861747535, 1088433.434877821 7796684.861747535, 1098433.434877821 7796684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
819,"POLYGON ((1098433.434877821 7806684.861747535, 1098433.434877821 7816684.861747535, 1088433.434877821 7816684.861747535, 1088433.434877821 7806684.861747535, 1098433.434877821 7806684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
820,"POLYGON ((1098433.434877821 7816684.861747535, 1098433.434877821 7826684.861747535, 1088433.434877821 7826684.861747535, 1088433.434877821 7816684.861747535, 1098433.434877821 7816684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
821,"POLYGON ((1098433.434877821 7826684.861747535, 1098433.434877821 7836684.861747535, 1088433.434877821 7836684.861747535, 1088433.434877821 7826684.861747535, 1098433.434877821 7826684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
822,"POLYGON ((1098433.434877821 7836684.861747535, 1098433.434877821 7846684.861747535, 1088433.434877821 7846684.861747535, 1088433.434877821 7836684.861747535, 1098433.434877821 7836684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
823,"POLYGON ((1098433.434877821 7846684.861747535, 1098433.434877821 7856684.861747535, 1088433.434877821 7856684.861747535, 1088433.434877821 7846684.861747535, 1098433.434877821 7846684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
824,"POLYGON ((1098433.434877821 7856684.861747535, 1098433.434877821 7866684.861747535, 1088433.434877821 7866684.861747535, 1088433.434877821 7856684.861747535, 1098433.434877821 7856684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
825,"POLYGON ((1098433.434877821 7866684.861747535, 1098433.434877821 7876684.861747535, 1088433.434877821 7876684.861747535, 1088433.434877821 7866684.861747535, 1098433.434877821 7866684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
862,"POLYGON ((1108433.434877821 7746684.861747535, 1108433.434877821 7756684.861747535, 1098433.434877821 7756684.861747535, 1098433.434877821 7746684.861747535, 1108433.434877821 7746684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
863,"POLYGON ((1108433.434877821 7756684.861747535, 1108433.434877821 7766684.861747535, 1098433.434877821 7766684.861747535, 1098433.434877821 7756684.861747535, 1108433.434877821 7756684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
864,"POLYGON ((1108433.434877821 7766684.861747535, 1108433.434877821 7776684.861747535, 1098433.434877821 7776684.861747535, 1098433.434877821 7766684.861747535, 1108433.434877821 7766684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
865,"POLYGON ((1108433.434877821 7776684.861747535, 1108433.434877821 7786684.861747535, 1098433.434877821 7786684.861747535, 1098433.434877821 7776684.861747535, 1108433.434877821 7776684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
866,"POLYGON ((1108433.434877821 7786684.861747535, 1108433.434877821 7796684.861747535, 1098433.434877821 7796684.861747535, 1098433.434877821 7786684.861747535, 1108433.434877821 7786684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
867,"POLYGON ((1108433.434877821 7796684.861747535, 1108433.434877821 7806684.861747535, 1098433.434877821 7806684.861747535, 1098433.434877821 7796684.861747535, 1108433.434877821 7796684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
868,"POLYGON ((1108433.434877821 7806684.861747535, 1108433.434877821 7816684.861747535, 1098433.434877821 7816684.861747535, 1098433.434877821 7806684.861747535, 1108433.434877821 7806684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
869,"POLYGON ((1108433.434877821 7816684.861747535, 1108433.434877821 7826684.861747535, 1098433.434877821 7826684.861747535, 1098433.434877821 7816684.861747535, 1108433.434877821 7816684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
870,"POLYGON ((1108433.434877821 7826684.861747535, 1108433.434877821 7836684.861747535, 1098433.434877821 7836684.861747535, 1098433.434877821 7826684.861747535, 1108433.434877821 7826684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
871,"POLYGON ((1108433.434877821 7836684.861747535, 1108433.434877821 7846684.861747535, 1098433.434877821 7846684.861747535, 1098433.434877821 7836684.861747535, 1108433.434877821 7836684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
872,"POLYGON ((1108433.434877821 7846684.861747535, 1108433.434877821 7856684.861747535, 1098433.434877821 7856684.861747535, 1098433.434877821 7846684.861747535, 1108433.434877821 7846684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
873,"POLYGON ((1108433.434877821 7856684.861747535, 1108433.434877821 7866684.861747535, 1098433.434877821 7866684.861747535, 1098433.434877821 7856684.861747535, 1108433.434877821 7856684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
874,"POLYGON ((1108433.434877821 7866684.861747535, 1108433.434877821 7876684.861747535, 1098433.434877821 7876684.861747535, 1098433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
875,"POLYGON ((1108433.434877821 7876684.861747535, 1108433.434877821 7886684.861747535, 1098433.434877821 7886684.861747535, 1098433.434877821 7876684.861747535, 1108433.434877821 7876684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
912,"POLYGON ((1118433.434877821 7736684.861747535, 1118433.434877821 7746684.861747535, 1108433.434877821 7746684.861747535, 1108433.434877821 7736684.861747535, 1118433.434877821 7736684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
913,"POLYGON ((1118433.434877821 7746684.861747535, 1118433.434877821 7756684.861747535, 1108433.434877821 7756684.861747535, 1108433.434877821 7746684.861747535, 1118433.434877821 7746684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
914,"POLYGON ((1118433.434877821 7756684.861747535, 1118433.434877821 7766684.861747535, 1108433.434877821 7766684.861747535, 1108433.434877821 7756684.861747535, 1118433.434877821 7756684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
915,"POLYGON ((1118433.434877821 7766684.861747535, 1118433.434877821 7776684.861747535, 1108433.434877821 7776684.861747535, 1108433.434877821 7766684.861747535, 1118433.434877821 7766684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
916,"POLYGON ((1118433.434877821 7776684.861747535, 1118433.434877821 7786684.861747535, 1108433.434877821 7786684.861747535, 1108433.434877821 7776684.861747535, 1118433.434877821 7776684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
917,"POLYGON ((1118433.434877821 7786684.861747535, 1118433.434877821 7796684.861747535, 1108433.434877821 7796684.861747535, 1108433.434877821 7786684.861747535, 1118433.434877821 7786684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
918,"POLYGON ((1118433.434877821 7796684.861747535, 1118433.434877821 7806684.861747535, 1108433.434877821 7806684.861747535, 1108433.434877821 7796684.861747535, 1118433.434877821 7796684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
919,"POLYGON ((1118433.434877821 7806684.861747535, 1118433.434877821 7816684.861747535, 1108433.434877821 7816684.861747535, 1108433.434877821 7806684.861747535, 1118433.434877821 7806684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
920,"POLYGON ((1118433.434877821 7816684.861747535, 1118433.434877821 7826684.861747535, 1108433.434877821 7826684.861747535, 1108433.434877821 7816684.861747535, 1118433.434877821 7816684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
921,"POLYGON ((1118433.434877821 7826684.861747535, 1118433.434877821 7836684.861747535, 1108433.434877821 7836684.861747535, 1108433.434877821 7826684.861747535, 1118433.434877821 7826684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
922,"POLYGON ((1118433.434877821 7836684.861747535, 1118433.434877821 7846684.861747535, 1108433.434877821 7846684.861747535, 1108433.434877821 7836684.861747535, 1118433.434877821 7836684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
923,"POLYGON ((1118433.434877821 7846684.861747535, 1118433.434877821 7856684.861747535, 1108433.434877821 7856684.861747535, 1108433.434877821 7846684.861747535, 1118433.434877821 7846684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
924,"POLYGON ((1118433.434877821 7856684.861747535, 1118433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535, 1108433.434877821 7856684.861747535, 1118433.434877821 7856684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
925,"POLYGON ((1118433.434877821 7866684.861747535, 1118433.434877821 7876684.861747535, 1108433.434877821 7876684.861747535, 1108433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
957,"POLYGON ((1128433.434877821 7726684.861747535, 1128433.434877821 7736684.861747535, 1118433.434877821 7736684.861747535, 1118433.434877821 7726684.861747535, 1128433.434877821 7726684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
958,"POLYGON ((1128433.434877821 7736684.861747535, 1128433.434877821 7746684.861747535, 1118433.434877821 7746684.861747535, 1118433.434877821 7736684.861747535, 1128433.434877821 7736684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
959,"POLYGON ((1128433.434877821 7746684.861747535, 1128433.434877821 7756684.861747535, 1118433.434877821 7756684.861747535, 1118433.434877821 7746684.861747535, 1128433.434877821 7746684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
960,"POLYGON ((1128433.434877821 7756684.861747535, 1128433.434877821 7766684.861747535, 1118433.434877821 7766684.861747535, 1118433.434877821 7756684.861747535, 1128433.434877821 7756684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
961,"POLYGON ((1128433.434877821 7766684.861747535, 1128433.434877821 7776684.861747535, 1118433.434877821 7776684.861747535, 1118433.434877821 7766684.861747535, 1128433.434877821 7766684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
962,"POLYGON ((1128433.434877821 7776684.861747535, 1128433.434877821 7786684.861747535, 1118433.434877821 7786684.861747535, 1118433.434877821 7776684.861747535, 1128433.434877821 7776684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
963,"POLYGON ((1128433.434877821 7786684.861747535, 1128433.434877821 7796684.861747535, 1118433.434877821 7796684.861747535, 1118433.434877821 7786684.861747535, 1128433.434877821 7786684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
964,"POLYGON ((1128433.434877821 7796684.861747535, 1128433.434877821 7806684.861747535, 1118433.434877821 7806684.861747535, 1118433.434877821 7796684.861747535, 1128433.434877821 7796684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
965,"POLYGON ((1128433.434877821 7806684.861747535, 1128433.434877821 7816684.861747535, 1118433.434877821 7816684.861747535, 1118433.434877821 7806684.861747535, 1128433.434877821 7806684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
966,"POLYGON ((1128433.434877821 7816684.861747535, 1128433.434877821 7826684.861747535, 1118433.434877821 7826684.861747535, 1118433.434877821 7816684.861747535, 1128433.434877821 7816684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
967,"POLYGON ((1128433.434877821 7826684.861747535, 1128433.434877821 7836684.861747535, 1118433.434877821 7836684.861747535, 1118433.434877821 7826684.861747535, 1128433.434877821 7826684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
968,"POLYGON ((1128433.434877821 7836684.861747535, 1128433.434877821 7846684.861747535, 1118433.434877821 7846684.861747535, 1118433.434877821 7836684.861747535, 1128433.434877821 7836684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
969,"POLYGON ((1128433.434877821 7846684.861747535, 1128433.434877821 7856684.861747535, 1118433.434877821 7856684.861747535, 1118433.434877821 7846684.861747535, 1128433.434877821 7846684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
970,"POLYGON ((1128433.434877821 7856684.861747535, 1128433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535, 1118433.434877821 7856684.861747535, 1128433.434877821 7856684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1004,"POLYGON ((1138433.434877821 7726684.861747535, 1138433.434877821 7736684.861747535, 1128433.434877821 7736684.861747535, 1128433.434877821 7726684.861747535, 1138433.434877821 7726684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1005,"POLYGON ((1138433.434877821 7736684.861747535, 1138433.434877821 7746684.861747535, 1128433.434877821 7746684.861747535, 1128433.434877821 7736684.861747535, 1138433.434877821 7736684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1006,"POLYGON ((1138433.434877821 7746684.861747535, 1138433.434877821 7756684.861747535, 1128433.434877821 7756684.861747535, 1128433.434877821 7746684.861747535, 1138433.434877821 7746684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1007,"POLYGON ((1138433.434877821 7756684.861747535, 1138433.434877821 7766684.861747535, 1128433.434877821 7766684.861747535, 1128433.434877821 7756684.861747535, 1138433.434877821 7756684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1008,"POLYGON ((1138433.434877821 7766684.861747535, 1138433.434877821 7776684.861747535, 1128433.434877821 7776684.861747535, 1128433.434877821 7766684.861747535, 1138433.434877821 7766684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1009,"POLYGON ((1138433.434877821 7776684.861747535, 1138433.434877821 7786684.861747535, 1128433.434877821 7786684.861747535, 1128433.434877821 7776684.861747535, 1138433.434877821 7776684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1010,"POLYGON ((1138433.434877821 7786684.861747535, 1138433.434877821 7796684.861747535, 1128433.434877821 7796684.861747535, 1128433.434877821 7786684.861747535, 1138433.434877821 7786684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1011,"POLYGON ((1138433.434877821 7796684.861747535, 1138433.434877821 7806684.861747535, 1128433.434877821 7806684.861747535, 1128433.434877821 7796684.861747535, 1138433.434877821 7796684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1012,"POLYGON ((1138433.434877821 7806684.861747535, 1138433.434877821 7816684.861747535, 1128433.434877821 7816684.861747535, 1128433.434877821 7806684.861747535, 1138433.434877821 7806684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1013,"POLYGON ((1138433.434877821 7816684.861747535, 1138433.434877821 7826684.861747535, 1128433.434877821 7826684.861747535, 1128433.434877821 7816684.861747535, 1138433.434877821 7816684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1014,"POLYGON ((1138433.434877821 7826684.861747535, 1138433.434877821 7836684.861747535, 1128433.434877821 7836684.861747535, 1128433.434877821 7826684.861747535, 1138433.434877821 7826684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1015,"POLYGON ((1138433.434877821 7836684.861747535, 1138433.434877821 7846684.861747535, 1128433.434877821 7846684.861747535, 1128433.434877821 7836684.861747535, 1138433.434877821 7836684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1016,"POLYGON ((1138433.434877821 7846684.861747535, 1138433.434877821 7856684.861747535, 1128433.434877821 7856684.861747535, 1128433.434877821 7846684.861747535, 1138433.434877821 7846684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1017,"POLYGON ((1138433.434877821 7856684.861747535, 1138433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535, 1128433.434877821 7856684.861747535, 1138433.434877821 7856684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1050,"POLYGON ((1148433.434877821 7716684.861747535, 1148433.434877821 7726684.861747535, 1138433.434877821 7726684.861747535, 1138433.434877821 7716684.861747535, 1148433.434877821 7716684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
1051,"POLYGON ((1148433.434877821 7726684.861747535, 1148433.434877821 7736684.861747535, 1138433.434877821 7736684.861747535, 1138433.434877821 7726684.861747535, 1148433.434877821 7726684.861747535))",11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
