,geometry,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember,rainJanuary,rainFebruary,rainMarch,rainJuly,rainAugust,rainSeptember,rainOctober,rainNovember,rainDecember,Unnamed: 0_y_y,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember,Unnamed: 0.1.1,windJanuary,windFebruary,windMarch,windJuly,windAugust,windSeptember,windOctober,windNovember,windDecember
1050,"POLYGON ((1118433.434877821 7846684.861747535, 1118433.434877821 7856684.861747535, 1108433.434877821 7856684.861747535, 1108433.434877821 7846684.861747535, 1118433.434877821 7846684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,923,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,3,81.1,31.0,41.7,85.4,108.3,51.9,142.7,71.6,76.8
1051,"POLYGON ((1118433.434877821 7856684.861747535, 1118433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535, 1108433.434877821 7856684.861747535, 1118433.434877821 7856684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,924,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1052,"POLYGON ((1118433.434877821 7866684.861747535, 1118433.434877821 7876684.861747535, 1108433.434877821 7876684.861747535, 1108433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,925,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1053,"POLYGON ((1118433.434877821 7876684.861747535, 1118433.434877821 7886684.861747535, 1108433.434877821 7886684.861747535, 1108433.434877821 7876684.861747535, 1118433.434877821 7876684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,926,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1054,"POLYGON ((1128433.434877821 7826684.861747535, 1128433.434877821 7836684.861747535, 1118433.434877821 7836684.861747535, 1118433.434877821 7826684.861747535, 1128433.434877821 7826684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,967,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1055,"POLYGON ((1128433.434877821 7836684.861747535, 1128433.434877821 7846684.861747535, 1118433.434877821 7846684.861747535, 1118433.434877821 7836684.861747535, 1128433.434877821 7836684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,968,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1056,"POLYGON ((1128433.434877821 7846684.861747535, 1128433.434877821 7856684.861747535, 1118433.434877821 7856684.861747535, 1118433.434877821 7846684.861747535, 1128433.434877821 7846684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,969,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1057,"POLYGON ((1128433.434877821 7856684.861747535, 1128433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535, 1118433.434877821 7856684.861747535, 1128433.434877821 7856684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,970,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1058,"POLYGON ((1128433.434877821 7866684.861747535, 1128433.434877821 7876684.861747535, 1118433.434877821 7876684.861747535, 1118433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,971,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1059,"POLYGON ((1128433.434877821 7876684.861747535, 1128433.434877821 7886684.861747535, 1118433.434877821 7886684.861747535, 1118433.434877821 7876684.861747535, 1128433.434877821 7876684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,972,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1060,"POLYGON ((1138433.434877821 7816684.861747535, 1138433.434877821 7826684.861747535, 1128433.434877821 7826684.861747535, 1128433.434877821 7816684.861747535, 1138433.434877821 7816684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1013,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1061,"POLYGON ((1138433.434877821 7826684.861747535, 1138433.434877821 7836684.861747535, 1128433.434877821 7836684.861747535, 1128433.434877821 7826684.861747535, 1138433.434877821 7826684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1014,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1062,"POLYGON ((1138433.434877821 7836684.861747535, 1138433.434877821 7846684.861747535, 1128433.434877821 7846684.861747535, 1128433.434877821 7836684.861747535, 1138433.434877821 7836684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1015,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1063,"POLYGON ((1138433.434877821 7846684.861747535, 1138433.434877821 7856684.861747535, 1128433.434877821 7856684.861747535, 1128433.434877821 7846684.861747535, 1138433.434877821 7846684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1016,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1064,"POLYGON ((1138433.434877821 7856684.861747535, 1138433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535, 1128433.434877821 7856684.861747535, 1138433.434877821 7856684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1017,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1065,"POLYGON ((1138433.434877821 7866684.861747535, 1138433.434877821 7876684.861747535, 1128433.434877821 7876684.861747535, 1128433.434877821 7866684.861747535, 1138433.434877821 7866684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1018,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1066,"POLYGON ((1138433.434877821 7876684.861747535, 1138433.434877821 7886684.861747535, 1128433.434877821 7886684.861747535, 1128433.434877821 7876684.861747535, 1138433.434877821 7876684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1019,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1067,"POLYGON ((1148433.434877821 7806684.861747535, 1148433.434877821 7816684.861747535, 1138433.434877821 7816684.861747535, 1138433.434877821 7806684.861747535, 1148433.434877821 7806684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1059,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1068,"POLYGON ((1148433.434877821 7816684.861747535, 1148433.434877821 7826684.861747535, 1138433.434877821 7826684.861747535, 1138433.434877821 7816684.861747535, 1148433.434877821 7816684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1060,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1069,"POLYGON ((1148433.434877821 7826684.861747535, 1148433.434877821 7836684.861747535, 1138433.434877821 7836684.861747535, 1138433.434877821 7826684.861747535, 1148433.434877821 7826684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1061,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1070,"POLYGON ((1148433.434877821 7836684.861747535, 1148433.434877821 7846684.861747535, 1138433.434877821 7846684.861747535, 1138433.434877821 7836684.861747535, 1148433.434877821 7836684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1062,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1071,"POLYGON ((1148433.434877821 7846684.861747535, 1148433.434877821 7856684.861747535, 1138433.434877821 7856684.861747535, 1138433.434877821 7846684.861747535, 1148433.434877821 7846684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1063,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1072,"POLYGON ((1148433.434877821 7856684.861747535, 1148433.434877821 7866684.861747535, 1138433.434877821 7866684.861747535, 1138433.434877821 7856684.861747535, 1148433.434877821 7856684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1064,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1073,"POLYGON ((1148433.434877821 7866684.861747535, 1148433.434877821 7876684.861747535, 1138433.434877821 7876684.861747535, 1138433.434877821 7866684.861747535, 1148433.434877821 7866684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1065,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1074,"POLYGON ((1148433.434877821 7876684.861747535, 1148433.434877821 7886684.861747535, 1138433.434877821 7886684.861747535, 1138433.434877821 7876684.861747535, 1148433.434877821 7876684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1066,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1075,"POLYGON ((1158433.434877821 7796684.861747535, 1158433.434877821 7806684.861747535, 1148433.434877821 7806684.861747535, 1148433.434877821 7796684.861747535, 1158433.434877821 7796684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1097,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1076,"POLYGON ((1158433.434877821 7806684.861747535, 1158433.434877821 7816684.861747535, 1148433.434877821 7816684.861747535, 1148433.434877821 7806684.861747535, 1158433.434877821 7806684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1098,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1077,"POLYGON ((1158433.434877821 7816684.861747535, 1158433.434877821 7826684.861747535, 1148433.434877821 7826684.861747535, 1148433.434877821 7816684.861747535, 1158433.434877821 7816684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1099,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1078,"POLYGON ((1158433.434877821 7826684.861747535, 1158433.434877821 7836684.861747535, 1148433.434877821 7836684.861747535, 1148433.434877821 7826684.861747535, 1158433.434877821 7826684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1100,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1079,"POLYGON ((1158433.434877821 7836684.861747535, 1158433.434877821 7846684.861747535, 1148433.434877821 7846684.861747535, 1148433.434877821 7836684.861747535, 1158433.434877821 7836684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1101,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1080,"POLYGON ((1158433.434877821 7846684.861747535, 1158433.434877821 7856684.861747535, 1148433.434877821 7856684.861747535, 1148433.434877821 7846684.861747535, 1158433.434877821 7846684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1102,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1081,"POLYGON ((1158433.434877821 7856684.861747535, 1158433.434877821 7866684.861747535, 1148433.434877821 7866684.861747535, 1148433.434877821 7856684.861747535, 1158433.434877821 7856684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1103,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1082,"POLYGON ((1158433.434877821 7866684.861747535, 1158433.434877821 7876684.861747535, 1148433.434877821 7876684.861747535, 1148433.434877821 7866684.861747535, 1158433.434877821 7866684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1104,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336,4,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1083,"POLYGON ((1168433.434877821 7786684.861747535, 1168433.434877821 7796684.861747535, 1158433.434877821 7796684.861747535, 1158433.434877821 7786684.861747535, 1168433.434877821 7786684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1133,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1084,"POLYGON ((1168433.434877821 7796684.861747535, 1168433.434877821 7806684.861747535, 1158433.434877821 7806684.861747535, 1158433.434877821 7796684.861747535, 1168433.434877821 7796684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1134,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1085,"POLYGON ((1168433.434877821 7806684.861747535, 1168433.434877821 7816684.861747535, 1158433.434877821 7816684.861747535, 1158433.434877821 7806684.861747535, 1168433.434877821 7806684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1135,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1086,"POLYGON ((1168433.434877821 7816684.861747535, 1168433.434877821 7826684.861747535, 1158433.434877821 7826684.861747535, 1158433.434877821 7816684.861747535, 1168433.434877821 7816684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1136,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,79,81.5,20.0,28.7,140.9,106.8,69.2,153.3,59.3,85.6
1087,"POLYGON ((1168433.434877821 7826684.861747535, 1168433.434877821 7836684.861747535, 1158433.434877821 7836684.861747535, 1158433.434877821 7826684.861747535, 1168433.434877821 7826684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1137,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
1088,"POLYGON ((1168433.434877821 7836684.861747535, 1168433.434877821 7846684.861747535, 1158433.434877821 7846684.861747535, 1158433.434877821 7836684.861747535, 1168433.434877821 7836684.861747535))",-8.2,-9.85,-8.35,-2.5,2.1,7.2,6.9,7.6,3.6,0.5,-3.7,-5.2,9.1,6.050000000000001,11.2,15.2,24.9,22.4,21.9,24.0,18.7,16.0,13.0,10.2,4.55,5.6,5.3,4.1,3.9,3.8,5.8,4.5,5.65,1138,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2,88,90.6,26.2,24.5,89.2,166.0,57.5,146.7,70.9,94.0
