,geometry,index_right,Unnamed: 0,stationId,x,y,windJanuary,windFebruary,windMarch,windJuly,windAugust,windSeptember,windOctober,windNovember,windDecember
1022,"POLYGON ((1148433.434877821 7386684.861747535, 1148433.434877821 7396684.861747535, 1138433.434877821 7396684.861747535, 1138433.434877821 7386684.861747535, 1148433.434877821 7386684.861747535))",25,25,5435,10.1009,55.0978,66.3,21.8,37.3,78.1,102.0,75.6,87.1,58.6,38.4
848,"POLYGON ((1108433.434877821 7606684.861747535, 1108433.434877821 7616684.861747535, 1098433.434877821 7616684.861747535, 1098433.434877821 7606684.861747535, 1108433.434877821 7606684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
849,"POLYGON ((1108433.434877821 7616684.861747535, 1108433.434877821 7626684.861747535, 1098433.434877821 7626684.861747535, 1098433.434877821 7616684.861747535, 1108433.434877821 7616684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
850,"POLYGON ((1108433.434877821 7626684.861747535, 1108433.434877821 7636684.861747535, 1098433.434877821 7636684.861747535, 1098433.434877821 7626684.861747535, 1108433.434877821 7626684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
851,"POLYGON ((1108433.434877821 7636684.861747535, 1108433.434877821 7646684.861747535, 1098433.434877821 7646684.861747535, 1098433.434877821 7636684.861747535, 1108433.434877821 7636684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
898,"POLYGON ((1118433.434877821 7596684.861747535, 1118433.434877821 7606684.861747535, 1108433.434877821 7606684.861747535, 1108433.434877821 7596684.861747535, 1118433.434877821 7596684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
899,"POLYGON ((1118433.434877821 7606684.861747535, 1118433.434877821 7616684.861747535, 1108433.434877821 7616684.861747535, 1108433.434877821 7606684.861747535, 1118433.434877821 7606684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
900,"POLYGON ((1118433.434877821 7616684.861747535, 1118433.434877821 7626684.861747535, 1108433.434877821 7626684.861747535, 1108433.434877821 7616684.861747535, 1118433.434877821 7616684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
901,"POLYGON ((1118433.434877821 7626684.861747535, 1118433.434877821 7636684.861747535, 1108433.434877821 7636684.861747535, 1108433.434877821 7626684.861747535, 1118433.434877821 7626684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
902,"POLYGON ((1118433.434877821 7636684.861747535, 1118433.434877821 7646684.861747535, 1108433.434877821 7646684.861747535, 1108433.434877821 7636684.861747535, 1118433.434877821 7636684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
944,"POLYGON ((1128433.434877821 7596684.861747535, 1128433.434877821 7606684.861747535, 1118433.434877821 7606684.861747535, 1118433.434877821 7596684.861747535, 1128433.434877821 7596684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
945,"POLYGON ((1128433.434877821 7606684.861747535, 1128433.434877821 7616684.861747535, 1118433.434877821 7616684.861747535, 1118433.434877821 7606684.861747535, 1128433.434877821 7606684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
946,"POLYGON ((1128433.434877821 7616684.861747535, 1128433.434877821 7626684.861747535, 1118433.434877821 7626684.861747535, 1118433.434877821 7616684.861747535, 1128433.434877821 7616684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
947,"POLYGON ((1128433.434877821 7626684.861747535, 1128433.434877821 7636684.861747535, 1118433.434877821 7636684.861747535, 1118433.434877821 7626684.861747535, 1128433.434877821 7626684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
948,"POLYGON ((1128433.434877821 7636684.861747535, 1128433.434877821 7646684.861747535, 1118433.434877821 7646684.861747535, 1118433.434877821 7636684.861747535, 1128433.434877821 7636684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
991,"POLYGON ((1138433.434877821 7596684.861747535, 1138433.434877821 7606684.861747535, 1128433.434877821 7606684.861747535, 1128433.434877821 7596684.861747535, 1138433.434877821 7596684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
992,"POLYGON ((1138433.434877821 7606684.861747535, 1138433.434877821 7616684.861747535, 1128433.434877821 7616684.861747535, 1128433.434877821 7606684.861747535, 1138433.434877821 7606684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
993,"POLYGON ((1138433.434877821 7616684.861747535, 1138433.434877821 7626684.861747535, 1128433.434877821 7626684.861747535, 1128433.434877821 7616684.861747535, 1138433.434877821 7616684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
994,"POLYGON ((1138433.434877821 7626684.861747535, 1138433.434877821 7636684.861747535, 1128433.434877821 7636684.861747535, 1128433.434877821 7626684.861747535, 1138433.434877821 7626684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
995,"POLYGON ((1138433.434877821 7636684.861747535, 1138433.434877821 7646684.861747535, 1128433.434877821 7646684.861747535, 1128433.434877821 7636684.861747535, 1138433.434877821 7636684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1038,"POLYGON ((1148433.434877821 7596684.861747535, 1148433.434877821 7606684.861747535, 1138433.434877821 7606684.861747535, 1138433.434877821 7596684.861747535, 1148433.434877821 7596684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1039,"POLYGON ((1148433.434877821 7606684.861747535, 1148433.434877821 7616684.861747535, 1138433.434877821 7616684.861747535, 1138433.434877821 7606684.861747535, 1148433.434877821 7606684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1040,"POLYGON ((1148433.434877821 7616684.861747535, 1148433.434877821 7626684.861747535, 1138433.434877821 7626684.861747535, 1138433.434877821 7616684.861747535, 1148433.434877821 7616684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1041,"POLYGON ((1148433.434877821 7626684.861747535, 1148433.434877821 7636684.861747535, 1138433.434877821 7636684.861747535, 1138433.434877821 7626684.861747535, 1148433.434877821 7626684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1083,"POLYGON ((1158433.434877821 7606684.861747535, 1158433.434877821 7616684.861747535, 1148433.434877821 7616684.861747535, 1148433.434877821 7606684.861747535, 1158433.434877821 7606684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1084,"POLYGON ((1158433.434877821 7616684.861747535, 1158433.434877821 7626684.861747535, 1148433.434877821 7626684.861747535, 1148433.434877821 7616684.861747535, 1158433.434877821 7616684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1085,"POLYGON ((1158433.434877821 7626684.861747535, 1158433.434877821 7636684.861747535, 1148433.434877821 7636684.861747535, 1148433.434877821 7626684.861747535, 1158433.434877821 7626684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
1127,"POLYGON ((1168433.434877821 7616684.861747535, 1168433.434877821 7626684.861747535, 1158433.434877821 7626684.861747535, 1158433.434877821 7616684.861747535, 1168433.434877821 7616684.861747535))",75,75,6072,10.1272,56.3027,72.3,18.6,32.1,64.8,82.7,90.8,77.0,55.5,49.8
863,"POLYGON ((1108433.434877821 7756684.861747535, 1108433.434877821 7766684.861747535, 1098433.434877821 7766684.861747535, 1098433.434877821 7756684.861747535, 1108433.434877821 7756684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
912,"POLYGON ((1118433.434877821 7736684.861747535, 1118433.434877821 7746684.861747535, 1108433.434877821 7746684.861747535, 1108433.434877821 7736684.861747535, 1118433.434877821 7736684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
913,"POLYGON ((1118433.434877821 7746684.861747535, 1118433.434877821 7756684.861747535, 1108433.434877821 7756684.861747535, 1108433.434877821 7746684.861747535, 1118433.434877821 7746684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
914,"POLYGON ((1118433.434877821 7756684.861747535, 1118433.434877821 7766684.861747535, 1108433.434877821 7766684.861747535, 1108433.434877821 7756684.861747535, 1118433.434877821 7756684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
957,"POLYGON ((1128433.434877821 7726684.861747535, 1128433.434877821 7736684.861747535, 1118433.434877821 7736684.861747535, 1118433.434877821 7726684.861747535, 1128433.434877821 7726684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
958,"POLYGON ((1128433.434877821 7736684.861747535, 1128433.434877821 7746684.861747535, 1118433.434877821 7746684.861747535, 1118433.434877821 7736684.861747535, 1128433.434877821 7736684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
959,"POLYGON ((1128433.434877821 7746684.861747535, 1128433.434877821 7756684.861747535, 1118433.434877821 7756684.861747535, 1118433.434877821 7746684.861747535, 1128433.434877821 7746684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
960,"POLYGON ((1128433.434877821 7756684.861747535, 1128433.434877821 7766684.861747535, 1118433.434877821 7766684.861747535, 1118433.434877821 7756684.861747535, 1128433.434877821 7756684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
961,"POLYGON ((1128433.434877821 7766684.861747535, 1128433.434877821 7776684.861747535, 1118433.434877821 7776684.861747535, 1118433.434877821 7766684.861747535, 1128433.434877821 7766684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1004,"POLYGON ((1138433.434877821 7726684.861747535, 1138433.434877821 7736684.861747535, 1128433.434877821 7736684.861747535, 1128433.434877821 7726684.861747535, 1138433.434877821 7726684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1005,"POLYGON ((1138433.434877821 7736684.861747535, 1138433.434877821 7746684.861747535, 1128433.434877821 7746684.861747535, 1128433.434877821 7736684.861747535, 1138433.434877821 7736684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1006,"POLYGON ((1138433.434877821 7746684.861747535, 1138433.434877821 7756684.861747535, 1128433.434877821 7756684.861747535, 1128433.434877821 7746684.861747535, 1138433.434877821 7746684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1007,"POLYGON ((1138433.434877821 7756684.861747535, 1138433.434877821 7766684.861747535, 1128433.434877821 7766684.861747535, 1128433.434877821 7756684.861747535, 1138433.434877821 7756684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1008,"POLYGON ((1138433.434877821 7766684.861747535, 1138433.434877821 7776684.861747535, 1128433.434877821 7776684.861747535, 1128433.434877821 7766684.861747535, 1138433.434877821 7766684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1051,"POLYGON ((1148433.434877821 7726684.861747535, 1148433.434877821 7736684.861747535, 1138433.434877821 7736684.861747535, 1138433.434877821 7726684.861747535, 1148433.434877821 7726684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1052,"POLYGON ((1148433.434877821 7736684.861747535, 1148433.434877821 7746684.861747535, 1138433.434877821 7746684.861747535, 1138433.434877821 7736684.861747535, 1148433.434877821 7736684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1053,"POLYGON ((1148433.434877821 7746684.861747535, 1148433.434877821 7756684.861747535, 1138433.434877821 7756684.861747535, 1138433.434877821 7746684.861747535, 1148433.434877821 7746684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1054,"POLYGON ((1148433.434877821 7756684.861747535, 1148433.434877821 7766684.861747535, 1138433.434877821 7766684.861747535, 1138433.434877821 7756684.861747535, 1148433.434877821 7756684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1055,"POLYGON ((1148433.434877821 7766684.861747535, 1148433.434877821 7776684.861747535, 1138433.434877821 7776684.861747535, 1138433.434877821 7766684.861747535, 1148433.434877821 7766684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1056,"POLYGON ((1148433.434877821 7776684.861747535, 1148433.434877821 7786684.861747535, 1138433.434877821 7786684.861747535, 1138433.434877821 7776684.861747535, 1148433.434877821 7776684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1093,"POLYGON ((1158433.434877821 7756684.861747535, 1158433.434877821 7766684.861747535, 1148433.434877821 7766684.861747535, 1148433.434877821 7756684.861747535, 1158433.434877821 7756684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
1094,"POLYGON ((1158433.434877821 7766684.861747535, 1158433.434877821 7776684.861747535, 1148433.434877821 7776684.861747535, 1148433.434877821 7766684.861747535, 1158433.434877821 7766684.861747535))",74,74,5042,10.2232,56.9564,82.2,20.4,35.1,133.0,105.5,76.6,111.7,54.9,59.3
874,"POLYGON ((1108433.434877821 7866684.861747535, 1108433.434877821 7876684.861747535, 1098433.434877821 7876684.861747535, 1098433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
875,"POLYGON ((1108433.434877821 7876684.861747535, 1108433.434877821 7886684.861747535, 1098433.434877821 7886684.861747535, 1098433.434877821 7876684.861747535, 1108433.434877821 7876684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
924,"POLYGON ((1118433.434877821 7856684.861747535, 1118433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535, 1108433.434877821 7856684.861747535, 1118433.434877821 7856684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
925,"POLYGON ((1118433.434877821 7866684.861747535, 1118433.434877821 7876684.861747535, 1108433.434877821 7876684.861747535, 1108433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
926,"POLYGON ((1118433.434877821 7876684.861747535, 1118433.434877821 7886684.861747535, 1108433.434877821 7886684.861747535, 1108433.434877821 7876684.861747535, 1118433.434877821 7876684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
970,"POLYGON ((1128433.434877821 7856684.861747535, 1128433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535, 1118433.434877821 7856684.861747535, 1128433.434877821 7856684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
971,"POLYGON ((1128433.434877821 7866684.861747535, 1128433.434877821 7876684.861747535, 1118433.434877821 7876684.861747535, 1118433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
972,"POLYGON ((1128433.434877821 7876684.861747535, 1128433.434877821 7886684.861747535, 1118433.434877821 7886684.861747535, 1118433.434877821 7876684.861747535, 1128433.434877821 7876684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1017,"POLYGON ((1138433.434877821 7856684.861747535, 1138433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535, 1128433.434877821 7856684.861747535, 1138433.434877821 7856684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1018,"POLYGON ((1138433.434877821 7866684.861747535, 1138433.434877821 7876684.861747535, 1128433.434877821 7876684.861747535, 1128433.434877821 7866684.861747535, 1138433.434877821 7866684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1019,"POLYGON ((1138433.434877821 7876684.861747535, 1138433.434877821 7886684.861747535, 1128433.434877821 7886684.861747535, 1128433.434877821 7876684.861747535, 1138433.434877821 7876684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1065,"POLYGON ((1148433.434877821 7866684.861747535, 1148433.434877821 7876684.861747535, 1138433.434877821 7876684.861747535, 1138433.434877821 7866684.861747535, 1148433.434877821 7866684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1066,"POLYGON ((1148433.434877821 7876684.861747535, 1148433.434877821 7886684.861747535, 1138433.434877821 7886684.861747535, 1138433.434877821 7876684.861747535, 1148433.434877821 7876684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1067,"POLYGON ((1148433.434877821 7886684.861747535, 1148433.434877821 7896684.861747535, 1138433.434877821 7896684.861747535, 1138433.434877821 7886684.861747535, 1148433.434877821 7886684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1104,"POLYGON ((1158433.434877821 7866684.861747535, 1158433.434877821 7876684.861747535, 1148433.434877821 7876684.861747535, 1148433.434877821 7866684.861747535, 1158433.434877821 7866684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1105,"POLYGON ((1158433.434877821 7876684.861747535, 1158433.434877821 7886684.861747535, 1148433.434877821 7886684.861747535, 1148433.434877821 7876684.861747535, 1158433.434877821 7876684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
1106,"POLYGON ((1158433.434877821 7886684.861747535, 1158433.434877821 7896684.861747535, 1148433.434877821 7896684.861747535, 1148433.434877821 7886684.861747535, 1158433.434877821 7886684.861747535))",4,4,5005,10.1074,57.5705,84.6,32.5,28.0,64.2,147.9,56.0,146.6,70.1,81.5
893,"POLYGON ((1118433.434877821 7546684.861747535, 1118433.434877821 7556684.861747535, 1108433.434877821 7556684.861747535, 1108433.434877821 7546684.861747535, 1118433.434877821 7546684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
894,"POLYGON ((1118433.434877821 7556684.861747535, 1118433.434877821 7566684.861747535, 1108433.434877821 7566684.861747535, 1108433.434877821 7556684.861747535, 1118433.434877821 7556684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
895,"POLYGON ((1118433.434877821 7566684.861747535, 1118433.434877821 7576684.861747535, 1108433.434877821 7576684.861747535, 1108433.434877821 7566684.861747535, 1118433.434877821 7566684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
896,"POLYGON ((1118433.434877821 7576684.861747535, 1118433.434877821 7586684.861747535, 1108433.434877821 7586684.861747535, 1108433.434877821 7576684.861747535, 1118433.434877821 7576684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
897,"POLYGON ((1118433.434877821 7586684.861747535, 1118433.434877821 7596684.861747535, 1108433.434877821 7596684.861747535, 1108433.434877821 7586684.861747535, 1118433.434877821 7586684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
940,"POLYGON ((1128433.434877821 7556684.861747535, 1128433.434877821 7566684.861747535, 1118433.434877821 7566684.861747535, 1118433.434877821 7556684.861747535, 1128433.434877821 7556684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
941,"POLYGON ((1128433.434877821 7566684.861747535, 1128433.434877821 7576684.861747535, 1118433.434877821 7576684.861747535, 1118433.434877821 7566684.861747535, 1128433.434877821 7566684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
942,"POLYGON ((1128433.434877821 7576684.861747535, 1128433.434877821 7586684.861747535, 1118433.434877821 7586684.861747535, 1118433.434877821 7576684.861747535, 1128433.434877821 7576684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
943,"POLYGON ((1128433.434877821 7586684.861747535, 1128433.434877821 7596684.861747535, 1118433.434877821 7596684.861747535, 1118433.434877821 7586684.861747535, 1128433.434877821 7586684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
987,"POLYGON ((1138433.434877821 7556684.861747535, 1138433.434877821 7566684.861747535, 1128433.434877821 7566684.861747535, 1128433.434877821 7556684.861747535, 1138433.434877821 7556684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
988,"POLYGON ((1138433.434877821 7566684.861747535, 1138433.434877821 7576684.861747535, 1128433.434877821 7576684.861747535, 1128433.434877821 7566684.861747535, 1138433.434877821 7566684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
989,"POLYGON ((1138433.434877821 7576684.861747535, 1138433.434877821 7586684.861747535, 1128433.434877821 7586684.861747535, 1128433.434877821 7576684.861747535, 1138433.434877821 7576684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
990,"POLYGON ((1138433.434877821 7586684.861747535, 1138433.434877821 7596684.861747535, 1128433.434877821 7596684.861747535, 1128433.434877821 7586684.861747535, 1138433.434877821 7586684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
1034,"POLYGON ((1148433.434877821 7556684.861747535, 1148433.434877821 7566684.861747535, 1138433.434877821 7566684.861747535, 1138433.434877821 7556684.861747535, 1148433.434877821 7556684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
1035,"POLYGON ((1148433.434877821 7566684.861747535, 1148433.434877821 7576684.861747535, 1138433.434877821 7576684.861747535, 1138433.434877821 7566684.861747535, 1148433.434877821 7566684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
1036,"POLYGON ((1148433.434877821 7576684.861747535, 1148433.434877821 7586684.861747535, 1138433.434877821 7586684.861747535, 1138433.434877821 7576684.861747535, 1148433.434877821 7576684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
1037,"POLYGON ((1148433.434877821 7586684.861747535, 1148433.434877821 7596684.861747535, 1138433.434877821 7596684.861747535, 1138433.434877821 7586684.861747535, 1148433.434877821 7586684.861747535))",43,43,6074,10.1353,56.0803,75.2,23.1,33.3,70.7,76.7,85.1,71.6,47.1,49.1
907,"POLYGON ((1118433.434877821 7686684.861747535, 1118433.434877821 7696684.861747535, 1108433.434877821 7696684.861747535, 1108433.434877821 7686684.861747535, 1118433.434877821 7686684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
908,"POLYGON ((1118433.434877821 7696684.861747535, 1118433.434877821 7706684.861747535, 1108433.434877821 7706684.861747535, 1108433.434877821 7696684.861747535, 1118433.434877821 7696684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
909,"POLYGON ((1118433.434877821 7706684.861747535, 1118433.434877821 7716684.861747535, 1108433.434877821 7716684.861747535, 1108433.434877821 7706684.861747535, 1118433.434877821 7706684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
953,"POLYGON ((1128433.434877821 7686684.861747535, 1128433.434877821 7696684.861747535, 1118433.434877821 7696684.861747535, 1118433.434877821 7686684.861747535, 1128433.434877821 7686684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
954,"POLYGON ((1128433.434877821 7696684.861747535, 1128433.434877821 7706684.861747535, 1118433.434877821 7706684.861747535, 1118433.434877821 7696684.861747535, 1128433.434877821 7696684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
955,"POLYGON ((1128433.434877821 7706684.861747535, 1128433.434877821 7716684.861747535, 1118433.434877821 7716684.861747535, 1118433.434877821 7706684.861747535, 1128433.434877821 7706684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
956,"POLYGON ((1128433.434877821 7716684.861747535, 1128433.434877821 7726684.861747535, 1118433.434877821 7726684.861747535, 1118433.434877821 7716684.861747535, 1128433.434877821 7716684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
1000,"POLYGON ((1138433.434877821 7686684.861747535, 1138433.434877821 7696684.861747535, 1128433.434877821 7696684.861747535, 1128433.434877821 7686684.861747535, 1138433.434877821 7686684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
1001,"POLYGON ((1138433.434877821 7696684.861747535, 1138433.434877821 7706684.861747535, 1128433.434877821 7706684.861747535, 1128433.434877821 7696684.861747535, 1138433.434877821 7696684.861747535))",68,68,5070,10.1644,56.7157,74.2,22.6,32.0,78.4,93.2,81.5,92.4,62.6,70.4
